LANDMARK_ID,LANDMARK_ID,DISTANCE
L0000595,L0000817,910
L0000866,L0000883,568
L0000544,L0000962,178
L0000391,L0000591,235
L0000755,L0000476,780
L0000414,L0000833,902
L0001024,L0000514,824
L0001012,L0000719,614
L0000933,L0000684,48
L0000330,L0000666,588
L0000926,L0000776,499
L0000176,L0000181,989
L0000694,L0000299,113
L0000250,L0000179,415
L0000966,L0000093,331
L0000342,L0000734,113
L0000093,L0000829,525
L0000782,L0000081,31
L0000128,L0000304,889
L0000738,L0000031,306
L0000535,L0000081,807
L0000598,L0000652,305
L0000073,L0000239,1004
L0000565,L0000395,597
L0000129,L0000323,900
L0000450,L0000238,864
L0000192,L0000009,890
L0000664,L0000666,685
L0000239,L0000751,669
L0000197,L0000704,25
L0000003,L0000608,400
L0001010,L0000742,465
L0000161,L0000824,638
L0000480,L0000604,632
L0000466,L0000859,739
L0000497,L0000086,217
L0000260,L0000647,105
L0000931,L0000547,358
L0000637,L0000726,427
L0000593,L0000034,141
L0000061,L0000434,847
L0000763,L0000925,305
L0000291,L0000610,523
L0000386,L0001008,892
L0000573,L0000332,530
L0000814,L0000729,82
L0000169,L0000056,747
L0000827,L0000851,557
L0000530,L0000942,587
L0000639,L0000298,688
L0000764,L0000247,937
L0000888,L0000171,572
L0000270,L0000062,530
L0000882,L0000924,8
L0000763,L0000705,572
L0000728,L0000704,34
L0000364,L0001007,657
L0000779,L0000275,998
L0000664,L0000068,134
L0000587,L0000065,654
L0000782,L0000545,591
L0000940,L0000662,219
L0000258,L0001001,151
L0000535,L0000834,793
L0000972,L0000825,984
L0000076,L0000237,642
L0000467,L0000848,166
L0000619,L0000896,787
L0000164,L0000826,392
L0000036,L0000804,811
L0000696,L0000882,279
L0000757,L0000895,903
L0000289,L0000426,318
L0000255,L0000198,647
L0000115,L0000996,466
L0000427,L0000813,233
L0000585,L0000409,419
L0000944,L0000142,79
L0000706,L0000181,562
L0000009,L0000577,949
L0000483,L0000464,212
L0000785,L0000267,873
L0001020,L0000578,747
L0000619,L0000113,919
L0000990,L0000043,398
L0000693,L0000573,414
L0000415,L0000412,892
L0000749,L0000133,534
L0000362,L0000143,532
L0000641,L0000050,723
L0000769,L0000976,1020
L0000823,L0000663,984
L0001018,L0000270,781
L0000983,L0000801,416
L0000629,L0000378,580
L0000639,L0000496,708
L0000955,L0000522,116
L0000717,L0000732,491
L0000399,L0000810,991
L0000987,L0000890,39
L0000893,L0000867,607
L0000866,L0000706,593
L0000038,L0000080,829
L0000722,L0000119,641
L0000610,L0000417,717
L0000648,L0000504,990
L0000579,L0001017,752
L0000474,L0000637,598
L0000862,L0000627,365
L0000725,L0000708,773
L0000740,L0000872,482
L0000940,L0000813,994
L0000813,L0000876,292
L0000463,L0000711,657
L0000464,L0000448,386
L0000183,L0000514,570
L0000668,L0000368,846
L0000188,L0000129,530
L0000258,L0000473,125
L0000746,L0000371,19
L0000912,L0000681,637
L0000289,L0000758,275
L0000881,L0000502,829
L0000161,L0000233,576
L0000416,L0000140,104
L0000180,L0000196,450
L0000835,L0001011,367
L0000747,L0000049,724
L0000341,L0000181,565
L0000264,L0000911,800
L0000011,L0000772,590
L0000400,L0000537,246
L0000137,L0000701,978
L0000635,L0000575,1001
L0000831,L0000736,579
L0000735,L0000350,409
L0000703,L0000489,432
L0000757,L0000940,77
L0000528,L0000724,296
L0000552,L0000080,477
L0000875,L0000787,525
L0000825,L0000151,294
L0000269,L0000419,618
L0000178,L0000339,521
L0000996,L0000688,575
L0000336,L0000865,1005
L0000461,L0000134,1005
L0000159,L0000098,423
L0000160,L0000873,704
L0000405,L0000914,551
L0000572,L0000359,717
L0000471,L0000579,915
L0000666,L0000271,868
L0000811,L0000880,24
L0000803,L0000918,310
L0000761,L0000818,395
L0000436,L0000816,534
L0000460,L0000118,29
L0000746,L0000369,220
L0000176,L0000968,293
L0000470,L0000808,944
L0000106,L0000111,20
L0000809,L0000600,329
L0000909,L0000148,133
L0000738,L0000625,851
L0000164,L0000880,255
L0000028,L0000678,547
L0000141,L0000961,209
L0000149,L0000355,729
L0000807,L0000840,373
L0000660,L0000562,389
L0000785,L0000419,891
L0000559,L0000725,888
L0000606,L0000065,444
L0000785,L0000689,789
L0000858,L0000111,443
L0000598,L0000109,407
L0000331,L0000419,348
L0000718,L0000803,415
L0000649,L0000880,761
L0000322,L0000397,974
L0000022,L0000689,907
L0000232,L0000675,555
L0000456,L0000062,988
L0000866,L0000021,973
L0000869,L0000939,497
L0000695,L0000182,894
L0000094,L0000422,784
L0000283,L0000462,143
L0000083,L0000802,77
L0000282,L0000578,672
L0000144,L0000291,360
L0000812,L0000972,754
L0000743,L0000080,30
L0000232,L0000354,221
L0000934,L0000036,215
L0000191,L0000252,463
L0000613,L0000691,432
L0000252,L0000770,830
L0000945,L0000440,914
L0000780,L0000442,38
L0000823,L0000964,272
L0000453,L0000546,861
L0000690,L0000349,407
L0000761,L0000629,800
L0000974,L0000771,661
L0000604,L0000841,157
L0000181,L0000770,794
L0000954,L0000045,585
L0000597,L0000090,645
L0001008,L0000268,740
L0000254,L0000594,154
L0000997,L0000287,688
L0000406,L0000682,157
L0000632,L0000511,504
L0000938,L0000063,804
L0000662,L0000715,126
L0000830,L0000342,224
L0000157,L0000398,523
L0000331,L0000729,342
L0000196,L0000739,326
L0000040,L0000901,972
L0000736,L0000237,340
L0000039,L0000794,377
L0000959,L0001017,813
L0000402,L0000804,221
L0001019,L0000274,373
L0000468,L0000752,187
L0000762,L0000862,435
L0000065,L0000085,435
L0000137,L0000614,935
L0000221,L0000657,684
L0000176,L0001007,91
L0000468,L0000473,240
L0000047,L0000118,995
L0000160,L0000506,584
L0000898,L0000423,656
L0000565,L0000513,965
L0000756,L0000759,396
L0000946,L0000327,811
L0000518,L0000882,873
L0000355,L0000842,638
L0000850,L0000055,626
L0000317,L0000198,89
L0000419,L0000280,282
L0000127,L0000441,649
L0000400,L0000676,698
L0001021,L0000973,306
L0000124,L0000167,319
L0000682,L0000995,1001
L0000570,L0000977,72
L0000551,L0000508,355
L0000723,L0000564,935
L0000223,L0000919,269
L0000413,L0000678,824
L0000424,L0000781,727
L0000715,L0000186,441
L0000564,L0000591,964
L0000589,L0000022,436
L0000357,L0000587,607
L0000965,L0000228,659
L0000031,L0000073,887
L0000411,L0000257,349
L0000467,L0000322,329
L0000393,L0000334,949
L0000352,L0000176,780
L0000790,L0000453,948
L0000967,L0000424,583
L0000300,L0000915,709
L0000366,L0000940,616
L0000048,L0000258,676
L0000834,L0000185,839
L0000240,L0000449,679
L0000678,L0000322,344
L0000692,L0000959,363
L0000033,L0000728,708
L0000625,L0000937,924
L0000892,L0000730,807
L0000057,L0000229,702
L0000943,L0000268,913
L0000372,L0000836,799
L0000669,L0000564,1005
L0000880,L0000512,740
L0000442,L0000266,494
L0000614,L0000603,926
L0000841,L0000211,122
L0000799,L0000065,491
L0000907,L0000154,716
L0000195,L0000425,805
L0000131,L0000560,489
L0000268,L0000966,877
L0000014,L0000943,507
L0000808,L0000998,326
L0000358,L0000254,874
L0000336,L0001001,538
L0000975,L0000802,306
L0000163,L0000488,519
L0000886,L0000667,956
L0000309,L0000327,656
L0000310,L0000429,926
L0000277,L0000286,861
L0000043,L0000944,248
L0000938,L0000981,288
L0000338,L0000244,22
L0000202,L0000335,757
L0000569,L0000722,168
L0000348,L0000259,812
L0000074,L0000576,842
L0000102,L0000318,863
L0000313,L0000601,958
L0000440,L0000917,418
L0000715,L0000571,82
L0000611,L0000593,874
L0000712,L0000393,521
L0000107,L0000961,238
L0000699,L0000593,146
L0000221,L0000616,258
L0000351,L0000892,71
L0000057,L0000044,846
L0000949,L0000265,64
L0000735,L0000084,577
L0000915,L0000844,426
L0000573,L0001023,928
L0000775,L0000403,596
L0000177,L0000002,1020
L0001002,L0000307,364
L0000549,L0000346,748
L0000041,L0000920,658
L0000206,L0000964,265
L0000007,L0000011,41
L0000059,L0000774,14
L0000100,L0000986,326
L0000777,L0001004,327
L0000318,L0000026,414
L0000050,L0000969,528
L0000580,L0000702,806
L0000394,L0000010,620
L0000742,L0000527,861
L0000725,L0000204,722
L0000414,L0000584,613
L0000346,L0000054,180
L0000398,L0000773,740
L0000311,L0000180,418
L0000655,L0000438,193
L0000759,L0000761,316
L0000253,L0000184,1004
L0000047,L0000226,247
L0000513,L0000684,24
L0000314,L0000652,727
L0000634,L0000991,904
L0000223,L0000833,649
L0000003,L0000173,309
L0000444,L0000916,531
L0000957,L0000572,397
L0000520,L0000429,710
L0000242,L0001012,213
L0000820,L0000600,229
L0000413,L0000749,498
L0000639,L0000873,735
L0000127,L0000537,594
L0000491,L0000952,776
L0000297,L0000385,898
L0000081,L0000148,873
L0000023,L0000566,155
L0000437,L0000840,333
L0000930,L0000582,773
L0000597,L0000147,540
L0000972,L0000707,78
L0000184,L0001011,182
L0000851,L0000938,58
L0000057,L0000677,512
L0000600,L0001009,819
L0000315,L0000599,733
L0000308,L0000081,540
L0000941,L0000440,857
L0000884,L0000857,12
L0000657,L0000763,634
L0000902,L0000729,641
L0000011,L0000485,757
L0000021,L0000989,675
L0000215,L0000744,985
L0000920,L0000507,58
L0000679,L0000713,230
L0000554,L0001003,709
L0000070,L0000696,68
L0000079,L0000320,377
L0000487,L0000103,781
L0000484,L0001000,228
L0000203,L0000243,60
L0000033,L0000153,289
L0000640,L0000149,746
L0000549,L0000114,676
L0000420,L0000621,523
L0000474,L0000235,698
L0000057,L0000403,316
L0000748,L0000592,795
L0000699,L0000628,532
L0000992,L0000477,592
L0000475,L0000705,455
L0000328,L0000460,307
L0000325,L0000548,99
L0000029,L0000097,527
L0000637,L0000161,352
L0000069,L0000779,487
L0000535,L0000749,42
L0000836,L0000508,230
L0000381,L0000149,616
L0000023,L0000170,919
L0000793,L0000651,456
L0000248,L0000929,895
L0000124,L0000848,290
L0000945,L0000482,264
L0000158,L0000863,780
L0000984,L0000912,980
L0000700,L0000894,749
L0000085,L0000929,350
L0000257,L0000273,262
L0000170,L0000203,299
L0000393,L0000187,832
L0000492,L0000365,380
L0000905,L0000062,432
L0000625,L0000355,70
L0000431,L0000847,973
L0000807,L0000646,381
L0000781,L0000973,74
L0000837,L0000304,683
L0000332,L0000722,415
L0000993,L0000700,439
L0000296,L0000896,45
L0000596,L0000997,649
L0000067,L0000757,105
L0000897,L0000121,508
L0000063,L0000864,567
L0000674,L0000128,599
L0000503,L0000982,355
L0000155,L0000671,839
L0000408,L0000122,819
L0000369,L0000306,300
L0000354,L0000885,699
L0000003,L0000913,1016
L0000006,L0000670,150
L0000606,L0000590,303
L0000563,L0000921,916
L0000581,L0000102,53
L0000079,L0000899,742
L0000482,L0000697,118
L0000778,L0001013,433
L0000612,L0000156,872
L0000665,L0000513,84
L0000458,L0000659,275
L0000857,L0000849,208
L0000984,L0000156,1014
L0000856,L0000322,460
L0000525,L0000313,322
L0000549,L0000515,710
L0000183,L0000871,410
L0000447,L0000286,904
L0001018,L0000185,432
L0001020,L0000510,338
L0000643,L0000796,234
L0000569,L0000337,175
L0000373,L0000083,543
L0000171,L0000792,918
L0000986,L0000521,229
L0000921,L0000312,811
L0000252,L0000885,708
L0000817,L0000383,574
L0000411,L0000331,411
L0000209,L0000097,602
L0000706,L0000688,860
L0000430,L0000174,245
L0000066,L0000433,3
L0000227,L0000468,56
L0000469,L0001008,474
L0000960,L0000623,420
L0000695,L0000527,390
L0000486,L0000601,251
L0000327,L0000656,143
L0000920,L0000230,782
L0000532,L0000425,904
L0000220,L0000838,348
L0000313,L0000491,520
L0000727,L0000803,348
L0000310,L0000446,876
L0000507,L0000840,182
L0000334,L0000880,410
L0000031,L0000655,112
L0000782,L0000711,152
L0000604,L0000417,665
L0000290,L0000053,367
L0000940,L0000626,548
L0000644,L0000622,10
L0000897,L0000499,982
L0000217,L0000621,540
L0000701,L0000852,675
L0000230,L0000715,396
L0000545,L0000358,561
L0000047,L0000949,983
L0000583,L0000796,89
L0001000,L0000750,450
L0000010,L0000032,794
L0000148,L0000816,800
L0000758,L0000396,290
L0000813,L0000980,101
L0000306,L0000534,144
L0000281,L0000202,93
L0000988,L0000798,334
L0000264,L0000905,118
L0000580,L0000991,748
L0000358,L0000836,587
L0000059,L0000264,263
L0000547,L0000630,327
L0000690,L0000490,124
L0000064,L0000096,235
L0000011,L0000741,734
L0000169,L0000837,529
L0000023,L0000651,748
L0000787,L0000800,944
L0000221,L0000227,178
L0000295,L0000148,501
L0001019,L0000303,571
L0000854,L0000338,673
L0000656,L0000533,550
L0000875,L0000730,2
L0000509,L0000189,888
L0000849,L0000419,792
L0000805,L0000872,103
L0000971,L0000753,841
L0000879,L0000058,776
L0000371,L0000772,471
L0000039,L0000930,737
L0000449,L0000746,322
L0000158,L0000028,716
L0000015,L0000366,512
L0000920,L0000633,938
L0000316,L0000982,10
L0000304,L0000614,185
L0000001,L0000645,679
L0000720,L0000295,351
L0000350,L0000445,515
L0000160,L0000018,979
L0000213,L0000249,686
L0000597,L0000005,467
L0000093,L0000116,515
L0000351,L0000370,771
L0000709,L0000705,252
L0000891,L0000513,9
L0000256,L0000339,330
L0000736,L0000159,24
L0000468,L0000430,63
L0000488,L0000669,1012
L0000168,L0000594,500
L0000145,L0000907,266
L0000419,L0000283,904
L0000847,L0000302,762
L0000923,L0001020,752
L0000210,L0000950,695
L0000907,L0000165,384
L0000063,L0001016,694
L0000117,L0000211,258
L0000002,L0000071,164
L0000329,L0000355,242
L0000135,L0000833,559
L0000988,L0000910,755
L0000744,L0001007,784
L0000849,L0000051,662
L0000713,L0000687,909
L0000500,L0000147,981
L0000420,L0000391,40
L0000334,L0000220,944
L0000555,L0000118,432
L0000984,L0000917,914
L0000768,L0000505,390
L0000671,L0000840,873
L0000567,L0000680,520
L0000386,L0000585,440
L0000096,L0000452,10
L0000293,L0000242,164
L0000928,L0000335,152
L0000839,L0000260,41
L0000316,L0000605,185
L0000004,L0000505,832
L0000520,L0001022,889
L0000089,L0000258,557
L0000208,L0000112,517
L0001015,L0000831,524
L0000732,L0000950,101
L0000558,L0000814,721
L0000607,L0000090,876
L0000658,L0000560,231
L0000954,L0000900,521
L0000964,L0000777,161
L0000605,L0000631,316
L0000652,L0000970,669
L0000591,L0000490,971
L0000955,L0000066,563
L0000955,L0000766,556
L0000003,L0000565,797
L0000522,L0000296,889
L0000183,L0000568,678
L0000497,L0000034,935
L0000939,L0000950,442
L0000956,L0000222,235
L0000532,L0000332,250
L0000141,L0000528,166
L0000502,L0000574,643
L0000398,L0000424,866
L0000835,L0000860,168
L0000136,L0000977,69
L0000125,L0000245,379
L0000942,L0000052,371
L0000042,L0000306,319
L0000130,L0000035,654
L0000469,L0000418,963
L0000305,L0000092,461
L0000553,L0000350,59
L0000638,L0000378,664
L0000459,L0000263,304
L0000253,L0000060,525
L0000380,L0000803,758
L0000498,L0000276,417
L0000393,L0000389,974
L0000895,L0000123,706
L0000765,L0000796,253
L0000563,L0000977,38
L0000479,L0000477,594
L0000693,L0000843,665
L0000653,L0000161,212
L0000556,L0000688,133
L0000868,L0000047,297
L0000808,L0000630,585
L0000687,L0000681,333
L0000580,L0000519,714
L0000666,L0000650,349
L0000025,L0000402,329
L0000319,L0000292,163
L0000321,L0000558,537
L0000432,L0000350,435
L0000468,L0000687,110
L0000451,L0000908,941
L0000606,L0001020,618
L0000392,L0000523,661
L0000779,L0000091,132
L0000483,L0000108,791
L0000225,L0000188,276
L0000818,L0000526,855
L0000100,L0000138,600
L0001005,L0000837,701
L0000619,L0000661,254
L0000706,L0000383,367
L0000198,L0000938,653
L0000037,L0000045,980
L0000403,L0000825,133
L0000214,L0000204,520
L0000218,L0000399,371
L0000357,L0000874,193
L0000609,L0000652,789
L0000336,L0000356,495
L0000536,L0000811,714
L0000591,L0000150,442
L0000708,L0000012,19
L0000491,L0000403,732
L0000947,L0000249,330
L0000093,L0000214,287
L0000133,L0000290,901
L0000252,L0000010,832
L0000504,L0000387,1016
L0000764,L0000481,618
L0000630,L0000904,118
L0000492,L0000026,771
L0000262,L0000316,961
L0000527,L0000755,605
L0000207,L0000413,115
L0000271,L0000162,134
L0000752,L0000780,571
L0000985,L0000178,200
L0000360,L0000642,880
L0000819,L0000658,576
L0000798,L0000917,240
L0000401,L0000429,829
L0000894,L0000524,681
L0000728,L0000238,898
L0000120,L0000754,241
L0000130,L0000189,882
L0000498,L0000008,780
L0000105,L0000642,1013
L0000734,L0000916,366
L0000120,L0000015,78
L0000940,L0000365,670
L0000003,L0000822,567
L0000037,L0000018,618
L0000259,L0000561,409
L0000922,L0000731,283
L0000149,L0000587,912
L0000846,L0000071,288
L0000514,L0000502,149
L0000415,L0000994,395
L0000667,L0000004,638
L0000770,L0000930,97
