LANDMARK_ID,LANDMARK_ID,DISTANCE
L0003762,L0000193,3595
L0001647,L0000770,3309
L0002064,L0003012,3284
L0004054,L0001555,3497
L0003229,L0001073,1685
L0001334,L0002975,899
L0003426,L0000869,1553
L0003236,L0002651,51
L0000978,L0000920,1202
L0001509,L0002842,1637
L0002008,L0003379,498
L0000478,L0001946,3059
L0001479,L0000925,2170
L0000150,L0002356,1676
L0000787,L0000836,2727
L0003892,L0002805,231
L0001167,L0000446,3393
L0000728,L0002211,1073
L0000602,L0000780,964
L0000886,L0003297,3278
L0001595,L0002505,195
L0001920,L0002992,1422
L0000155,L0002304,3581
L0001635,L0003338,3383
L0003228,L0004083,1422
L0001748,L0003565,3893
L0003854,L0001617,2301
L0003187,L0000775,633
L0000164,L0003957,1069
L0004052,L0003706,1860
L0000841,L0002652,2236
L0000094,L0002856,994
L0003599,L0000930,1423
L0000450,L0001849,1259
L0001711,L0000537,2515
L0000879,L0003414,1743
L0003714,L0002520,3978
L0003292,L0000039,727
L0001965,L0003066,3423
L0001726,L0002811,2888
L0001561,L0003479,1482
L0001564,L0001881,401
L0002699,L0002797,2441
L0001931,L0002139,3003
L0004041,L0003449,3665
L0000990,L0000859,3018
L0001442,L0000607,1175
L0000272,L0001298,2840
L0003589,L0003015,1324
L0001538,L0000995,492
L0000640,L0001322,3488
L0002386,L0003616,1478
L0000670,L0001549,3176
L0001458,L0000970,3586
L0001749,L0000130,186
L0003653,L0003866,3550
L0000364,L0003796,112
L0003548,L0002823,34
L0002957,L0003567,715
L0003720,L0002013,1226
L0001048,L0000864,1152
L0004086,L0002660,1378
L0001619,L0000734,3385
L0001634,L0002142,3958
L0001200,L0002086,1717
L0001445,L0000107,2715
L0002112,L0000201,1026
L0000982,L0000905,317
L0000956,L0003770,2872
L0003342,L0000447,645
L0002582,L0001016,2640
L0000684,L0002791,1942
L0003252,L0001357,3436
L0002882,L0001103,3530
L0003048,L0003954,2364
L0000870,L0000305,3477
L0003706,L0003175,3793
L0002228,L0003001,2362
L0000778,L0002823,279
L0001852,L0000209,2738
L0000075,L0003217,1576
L0000637,L0002154,1433
L0002526,L0001863,4010
L0002032,L0000696,3225
L0000774,L0002362,431
L0002473,L0003109,1376
L0002497,L0001315,1764
L0003551,L0004014,1719
L0002329,L0003022,327
L0003669,L0003227,143
L0001295,L0003250,2572
L0000082,L0001059,2328
L0001570,L0002184,948
L0002641,L0002661,656
L0003955,L0002564,68
L0003936,L0002929,1385
L0003215,L0003087,1251
L0003857,L0002999,2409
L0000913,L0003321,579
L0002684,L0001750,25
L0003034,L0000159,2095
L0002948,L0002187,1861
L0001205,L0000190,190
L0000609,L0003546,3898
L0001921,L0001011,1651
L0001882,L0000383,172
L0002951,L0003396,627
L0003636,L0002615,1708
L0001700,L0000723,1530
L0000174,L0003339,1271
L0002424,L0001665,3139
L0003529,L0001913,1449
L0002665,L0000894,2460
L0001069,L0001327,3386
L0003383,L0000533,2611
L0002496,L0002479,291
L0002226,L0000353,1827
L0002618,L0000333,2523
L0001781,L0001251,2075
L0000255,L0003938,1744
L0003835,L0003780,1660
L0002668,L0000943,2873
L0003286,L0002768,3642
L0000956,L0001422,865
L0003586,L0003056,66
L0003023,L0000739,2815
L0004018,L0003139,1595
L0000250,L0002780,1172
L0000892,L0000481,2696
L0003055,L0000431,1943
L0003445,L0001770,325
L0002554,L0001459,1281
L0000244,L0001821,1493
L0000652,L0002618,1742
L0001489,L0004007,2023
L0001894,L0002884,1328
L0003526,L0003231,2316
L0001766,L0002161,1358
L0003955,L0001733,1958
L0000142,L0002136,3541
L0000246,L0003344,2891
L0000446,L0003728,2871
L0003349,L0001155,1168
L0002151,L0003620,1402
L0000461,L0003090,930
L0000749,L0003485,2345
L0002508,L0000134,1081
L0000229,L0002694,1795
L0001745,L0002601,636
L0003550,L0002599,2803
L0002997,L0003547,495
L0003385,L0002625,1738
L0000622,L0003877,1170
L0001847,L0001346,2522
L0003715,L0002087,2792
L0003836,L0002810,3847
L0001885,L0000648,541
L0001535,L0000624,3275
L0001890,L0001546,3125
L0003957,L0002256,3217
L0001438,L0001309,1575
L0003690,L0002174,1456
L0003736,L0000153,2180
L0002871,L0001819,1000
L0000612,L0003233,2044
L0003005,L0001889,1410
L0001757,L0000379,3507
L0002081,L0003017,2024
L0003939,L0001815,1170
L0002820,L0000987,1262
L0002504,L0002070,1183
L0003882,L0001225,1721
L0001767,L0003981,1552
L0002653,L0002371,3943
L0001562,L0003399,1600
L0000181,L0000419,3992
L0003943,L0000056,1413
L0002680,L0003159,2993
L0001310,L0000088,2353
L0003369,L0003178,2401
L0003585,L0001055,3812
L0003914,L0000634,4028
L0000369,L0000446,826
L0001414,L0002647,3475
L0002427,L0001850,3574
L0000154,L0001936,1654
L0001691,L0004003,788
L0000119,L0000093,2888
L0001011,L0002713,3264
L0001436,L0001392,2643
L0003329,L0002651,1579
L0003288,L0003384,3920
L0003924,L0002685,83
L0002663,L0002693,720
L0003855,L0001287,1739
L0000278,L0002434,563
L0002800,L0001033,52
L0003562,L0000529,1905
L0000839,L0002258,793
L0002971,L0003717,3292
L0000862,L0003388,2621
L0002034,L0003448,1471
L0002660,L0002752,769
L0002547,L0000177,1321
L0002183,L0000563,757
L0001360,L0000521,2732
L0002338,L0002482,3031
L0002808,L0002439,3804
L0003286,L0002248,3883
L0003925,L0002660,32
L0003946,L0002101,3453
L0000356,L0000391,2934
L0000689,L0000661,2298
L0003006,L0000289,309
L0001614,L0003955,3157
L0001956,L0002001,542
L0001437,L0002200,216
L0003974,L0000822,843
L0002857,L0000251,2290
L0003829,L0002697,3794
L0002638,L0000993,2332
L0003857,L0002392,2111
L0001012,L0001749,1906
L0002917,L0002720,2249
L0003416,L0001764,1065
L0001049,L0002552,2399
L0003303,L0002387,635
L0000921,L0003939,642
L0002446,L0002660,1422
L0002268,L0001720,168
L0001395,L0001714,3274
L0002910,L0002194,3533
L0003621,L0002946,3603
L0001977,L0000519,1584
L0003767,L0003511,893
L0004025,L0000729,2551
L0002624,L0003301,3499
L0002716,L0000835,1807
L0003251,L0003002,3665
L0003939,L0000703,1981
L0004002,L0000326,2452
L0002494,L0002996,2419
L0003870,L0003975,190
L0000159,L0000144,2202
L0000986,L0001567,2018
L0000296,L0003506,1849
L0000628,L0000952,555
L0003355,L0001278,424
L0001340,L0000887,198
L0003964,L0002318,108
L0002952,L0001180,2473
L0001137,L0000679,1683
L0003602,L0004051,2521
L0000565,L0001779,3826
L0003074,L0003585,721
L0003064,L0002972,2525
L0001435,L0003523,390
L0000257,L0003248,1501
L0000538,L0002771,3542
L0002114,L0001009,2544
L0003858,L0001744,1219
L0002619,L0002313,315
L0001358,L0003892,3184
L0002603,L0001667,724
L0003638,L0000517,74
L0000673,L0003167,716
L0001487,L0003609,491
L0000094,L0003142,115
L0003038,L0002935,3980
L0003891,L0001314,124
L0000504,L0003590,990
L0003788,L0002126,2636
L0000448,L0000248,2883
L0003957,L0000304,237
L0001727,L0001054,1768
L0003255,L0000084,3330
L0003561,L0002924,7
L0001859,L0001648,512
L0002027,L0002539,2131
L0001122,L0002224,2962
L0001698,L0002216,3604
L0000486,L0003068,3777
L0001106,L0002714,1187
L0002973,L0003874,3537
L0002009,L0002751,3592
L0003565,L0003703,3814
L0002816,L0000365,3710
L0003160,L0003298,1063
L0001032,L0000885,2749
L0001263,L0002105,1995
L0001278,L0002418,42
L0003410,L0002276,323
L0002562,L0001311,1473
L0000105,L0000178,2274
L0000065,L0002690,3508
L0003893,L0003513,2737
L0001950,L0002804,1825
L0001948,L0002760,658
L0000730,L0000220,1543
L0000221,L0002828,2060
L0000358,L0001833,2458
L0001197,L0001159,3189
L0002086,L0002228,309
L0001358,L0003967,1844
L0002012,L0002739,2925
L0003984,L0001592,1162
L0003873,L0001384,802
L0000467,L0001875,812
L0002314,L0002913,490
L0000016,L0003400,511
L0002114,L0002364,3375
L0002317,L0002779,2859
L0001022,L0003002,245
L0001865,L0003329,2180
L0001731,L0001215,3490
L0001652,L0003333,2600
L0001050,L0003119,2158
L0002283,L0003176,3126
L0002944,L0000803,1981
L0000786,L0001701,566
L0002063,L0001625,3822
L0000015,L0000761,1467
L0003354,L0002983,1882
L0000639,L0001466,264
L0001125,L0003651,2876
L0003911,L0000755,2978
L0003862,L0002927,3083
L0002175,L0003140,3057
L0002314,L0001877,4078
L0002746,L0001660,3562
L0000306,L0001464,2963
L0003618,L0003713,3733
L0000361,L0000537,2710
L0000473,L0001919,2264
L0002610,L0000288,1011
L0000162,L0003557,3847
L0002030,L0000157,2860
L0000035,L0001777,3513
L0000904,L0000489,999
L0002804,L0002249,1730
L0003833,L0000137,401
L0002026,L0000130,953
L0003950,L0000100,1209
L0003952,L0001648,3322
L0000837,L0000193,3186
L0000675,L0003202,852
L0000073,L0002726,306
L0003114,L0001183,2099
L0001124,L0002333,1730
L0003623,L0001257,1691
L0001219,L0000689,1095
L0002499,L0000565,1627
L0000283,L0003936,34
L0003922,L0002309,3854
L0003385,L0001063,2377
L0003492,L0001141,1567
L0002465,L0002058,316
L0000003,L0000369,1552
L0002236,L0003348,347
L0002120,L0002957,2053
L0002227,L0002846,2188
L0002300,L0001640,1621
L0001241,L0002162,2835
L0001787,L0002065,2621
L0000897,L0002400,1041
L0000298,L0001858,3403
L0003687,L0002087,3476
L0002023,L0002038,74
L0003767,L0001201,141
L0000588,L0002479,1993
L0003890,L0003199,1655
L0000871,L0003644,2837
L0003467,L0002039,4041
L0001890,L0001986,3259
L0003353,L0000168,2054
L0001680,L0001608,3987
L0001841,L0000018,1833
L0002186,L0000436,228
L0000925,L0001253,2059
L0002058,L0003818,323
L0003556,L0003691,256
L0001401,L0001678,3723
L0001560,L0001150,3529
L0003708,L0003667,1556
L0000245,L0001308,355
L0002996,L0003756,2753
L0000400,L0000553,3943
L0003086,L0000903,3936
L0001756,L0002991,2596
L0002303,L0001376,3642
L0002798,L0002042,1314
L0004074,L0003124,3196
L0002061,L0003947,3320
L0000738,L0001117,13
L0000724,L0003051,835
L0002358,L0003888,1513
L0003764,L0002583,1193
L0001141,L0001638,1576
L0003225,L0003533,2110
L0001450,L0002636,3277
L0002500,L0003093,2809
L0000362,L0000493,1669
L0002518,L0001649,1002
L0003764,L0000704,3136
L0001642,L0001292,3138
L0002367,L0003465,2400
L0001770,L0003128,1794
L0001491,L0000878,3770
L0003945,L0003852,1965
L0001181,L0000417,2753
L0003853,L0003645,2084
L0003991,L0001513,1053
L0004030,L0000055,920
L0001399,L0002689,1473
L0002810,L0003887,2747
L0003975,L0002335,1909
L0000633,L0003646,3980
L0003083,L0002942,2346
L0003873,L0000583,3547
L0000696,L0004014,3536
L0003759,L0001086,1350
L0001989,L0001245,1823
L0003292,L0003039,3280
L0001892,L0001636,340
L0002350,L0002329,134
L0000872,L0002032,707
L0003520,L0003565,3516
L0002003,L0003668,187
L0002902,L0001181,913
L0001335,L0000437,933
L0001367,L0003670,2419
L0000576,L0002021,1041
L0003803,L0000495,1049
L0003810,L0002042,2924
L0002475,L0001112,1618
L0001966,L0002018,4022
L0001504,L0000921,3799
L0002272,L0001477,4003
L0002354,L0001295,881
L0000229,L0003699,1840
L0001572,L0003595,1698
L0002847,L0001050,3703
L0003766,L0002592,1376
L0000746,L0001496,1642
L0002399,L0000378,2256
L0001096,L0002023,2624
L0003761,L0003635,3009
L0001700,L0000892,660
L0001834,L0003577,1964
L0002841,L0002494,2273
L0001596,L0000973,1302
L0000002,L0001170,45
L0000700,L0000506,217
L0000099,L0002805,2767
L0001403,L0004034,4093
L0002078,L0000077,3666
L0003126,L0001302,2476
L0001423,L0002077,3008
L0002394,L0002420,2641
L0001970,L0003475,695
L0003079,L0002874,1741
L0000691,L0000322,1093
L0003906,L0002821,1537
L0001242,L0001358,1696
L0000063,L0002439,2092
L0000353,L0002278,1078
L0002431,L0003471,3612
L0001790,L0000190,3015
L0004057,L0002911,227
L0001397,L0002206,1132
L0003888,L0000169,2901
L0002626,L0000735,559
L0001775,L0001636,579
L0000485,L0001579,1562
L0002996,L0002383,352
L0002117,L0002191,467
L0001628,L0001600,1242
L0000407,L0000948,2202
L0000771,L0002050,2946
L0001677,L0003311,3886
L0002858,L0003721,1265
L0001096,L0002761,623
L0003043,L0002969,3963
L0000022,L0002711,2553
L0001371,L0000703,1162
L0002354,L0002689,1168
L0001177,L0003605,2015
L0003234,L0002222,2696
L0002712,L0003458,2413
L0003101,L0001801,3330
L0002909,L0000445,1915
L0002281,L0000901,2671
L0003453,L0000114,3290
L0002831,L0000097,4074
L0000971,L0002490,2176
L0001593,L0000741,1325
L0003566,L0003279,2823
L0004057,L0000592,376
L0002900,L0003736,1029
L0000138,L0001192,3988
L0002526,L0001339,87
L0002660,L0001650,465
L0001772,L0000830,886
L0002119,L0001235,810
L0002592,L0002047,3729
L0001605,L0000569,3636
L0001181,L0002621,1301
L0003898,L0002735,1545
L0003936,L0003921,285
L0001271,L0002996,2523
L0000685,L0003911,3523
L0001760,L0000320,713
L0002565,L0001856,428
L0000867,L0003420,35
L0002293,L0001820,1036
L0002764,L0001683,2520
L0002947,L0003401,804
L0001137,L0001089,1559
L0000443,L0001412,187
L0003102,L0002968,3664
L0001218,L0002173,232
L0003237,L0000229,1765
L0000926,L0002121,975
L0003270,L0001829,808
L0002437,L0003032,3511
L0001481,L0004008,2905
L0000629,L0001395,2960
L0002575,L0002176,51
L0003228,L0003774,188
L0001232,L0002353,2088
L0001721,L0000947,2291
L0003197,L0000256,4021
L0000079,L0003131,1955
L0002760,L0002756,3561
L0003320,L0001990,420
L0003861,L0002122,3600
L0002029,L0003105,148
L0002976,L0000626,433
L0002509,L0000281,3478
L0001668,L0003211,629
L0000210,L0003264,2061
L0001666,L0001350,3792
L0000542,L0003835,1903
L0004019,L0003197,2171
L0003830,L0003596,58
L0000817,L0000933,782
L0003034,L0003066,3357
L0002804,L0003555,1961
L0003186,L0002576,3978
L0001087,L0000303,3648
L0001101,L0000715,985
L0001360,L0002480,3137
L0003093,L0003677,1502
L0000425,L0004010,2924
L0003982,L0000054,3366
L0003771,L0001539,2819
L0003172,L0001243,2012
L0000772,L0003452,3909
L0003649,L0000425,545
L0004009,L0000712,1547
L0001827,L0003541,2279
L0003312,L0001062,2120
L0001639,L0003403,1947
L0003361,L0004047,119
L0003732,L0003654,3504
L0000065,L0003332,193
L0000329,L0000949,1334
L0003778,L0001681,3153
L0001365,L0003654,2164
L0003967,L0001814,2531
L0000936,L0001040,2439
L0004057,L0000744,1976
L0003330,L0000589,2019
L0000899,L0001092,3899
L0003423,L0000959,1985
L0003203,L0001189,2657
L0002996,L0001077,2713
L0003203,L0003937,2065
L0000613,L0000453,3009
L0002212,L0001702,599
L0003291,L0002890,3402
L0003212,L0003105,1374
L0003910,L0003214,2553
L0001767,L0000466,2839
L0002259,L0001487,3922
L0003113,L0003734,2368
L0000746,L0001824,2171
L0001247,L0000312,1243
L0001556,L0002876,2581
L0001113,L0002280,1434
L0002529,L0000410,3184
L0001705,L0001132,3663
L0000213,L0000485,360
L0003883,L0002027,1380
L0002657,L0003739,1561
L0000943,L0001381,76
L0000427,L0001559,123
L0000868,L0003621,3071
L0003020,L0003367,2780
L0002421,L0002773,376
L0003942,L0000530,3258
L0000531,L0003653,3322
L0003797,L0000327,595
L0004000,L0002034,676
L0004054,L0000585,608
L0000240,L0003809,364
L0001988,L0003484,4086
L0002315,L0003014,164
L0001550,L0001101,639
L0003386,L0003875,2275
L0002602,L0001720,1152
L0000059,L0002850,2622
L0003892,L0000166,2415
L0002469,L0001532,215
L0003265,L0000377,3447
L0001146,L0003513,4090
L0003556,L0002031,862
L0003905,L0003766,2670
L0000878,L0002222,1177
L0003525,L0001844,2425
L0003852,L0000520,609
L0002580,L0002776,271
L0001970,L0000527,4054
L0000865,L0003690,393
L0003859,L0003544,1114
L0000307,L0000332,1852
L0002866,L0001781,1777
L0002225,L0002907,2014
L0002130,L0003971,2091
L0001435,L0003247,1025
L0002904,L0000486,3721
L0003301,L0003841,265
L0000043,L0003466,1435
L0000591,L0001679,900
L0001245,L0003249,3562
L0001781,L0001226,2729
L0002231,L0002481,1744
L0002946,L0000008,1458
L0000757,L0002393,1362
L0003477,L0001310,535
L0001521,L0001349,1099
L0002928,L0003368,2641
L0003365,L0002696,2269
L0001086,L0004068,3832
L0001044,L0001820,980
L0000486,L0003463,343
L0000358,L0003898,3224
L0001459,L0001377,3696
L0003090,L0001507,4086
L0002314,L0001684,435
L0003073,L0001441,2665
L0003445,L0000259,2484
L0002938,L0002000,3125
L0001587,L0001875,826
L0000373,L0003573,2959
L0001423,L0003584,320
L0001303,L0003948,635
L0000350,L0004085,1212
L0003580,L0002065,204
L0000996,L0002671,1945
L0001725,L0000502,144
L0000724,L0001496,2386
L0003322,L0004094,2614
L0001523,L0003284,1536
L0001750,L0003228,3286
L0000106,L0002573,3350
L0002884,L0000534,26
L0001588,L0003206,3657
L0002476,L0002078,1135
L0003130,L0002610,2394
L0002526,L0002965,728
L0003499,L0003594,466
L0000505,L0002812,2991
L0001800,L0001469,3543
L0002533,L0000812,321
L0002119,L0001114,3454
L0002974,L0002382,1950
L0001087,L0002870,2504
L0001996,L0000789,1586
L0003801,L0004006,620
L0002702,L0000033,1473
L0001441,L0002416,2544
L0002340,L0001367,3847
L0003241,L0002046,1319
L0001929,L0001499,1228
L0003429,L0002505,1431
L0003584,L0000126,3000
L0001434,L0002187,2252
L0001959,L0002426,3489
L0001246,L0000749,2794
L0000779,L0003237,1473
L0002240,L0003589,1190
L0000928,L0002702,26
L0002835,L0001876,1083
L0003894,L0001428,3737
L0000655,L0002935,577
L0002127,L0003139,3305
L0000626,L0000922,3316
L0003019,L0003589,603
L0003942,L0000049,4051
L0001602,L0001653,125
L0002966,L0000132,2740
L0000342,L0002898,692
L0000341,L0001325,2662
L0000516,L0000361,1638
L0002206,L0001879,1022
L0000444,L0002099,3647
L0003826,L0004046,1549
L0000168,L0004048,3207
L0003500,L0003643,141
L0000694,L0002535,2731
L0001784,L0001467,3635
L0001367,L0003896,1967
L0002691,L0001832,1524
L0000696,L0001586,2090
L0002149,L0000486,3958
L0001782,L0002802,1362
L0002991,L0002883,2351
L0002853,L0002411,1331
L0000638,L0003778,1477
L0003787,L0001880,1773
L0003304,L0003324,2844
L0000486,L0000792,1972
L0003922,L0000731,3984
L0002152,L0002589,1011
L0002429,L0001028,758
L0002008,L0001543,1438
L0000690,L0000971,3207
L0003832,L0000076,886
L0000501,L0002750,3510
L0000980,L0000692,2874
L0003852,L0003470,595
L0002782,L0003299,1155
L0000410,L0002806,2102
L0000554,L0001534,1248
L0000553,L0002931,3808
L0000945,L0000267,2699
L0001142,L0000880,3722
L0000531,L0001083,1672
L0003134,L0003467,2209
L0003950,L0001474,4064
L0002115,L0000435,3374
L0001960,L0002998,1165
L0002370,L0003015,2301
L0001330,L0001513,3165
L0000256,L0001143,3479
L0000369,L0002399,2198
L0002710,L0003223,2921
L0000446,L0002260,2571
L0002803,L0000756,775
L0000944,L0000162,1830
L0001218,L0003904,1413
L0003688,L0001501,2892
L0002604,L0001604,646
L0001477,L0002113,1786
L0000265,L0000211,3517
L0002141,L0000178,2933
L0004080,L0002971,3529
L0002326,L0000076,3107
L0003148,L0000872,541
L0002057,L0000546,2103
L0003248,L0002909,1639
L0001302,L0001885,2728
L0003543,L0002726,3591
L0000931,L0003930,3362
L0003310,L0002540,702
L0003760,L0003604,827
L0002930,L0001243,3838
L0003215,L0001802,461
L0000883,L0000849,2083
L0002601,L0003454,686
L0002487,L0003994,3101
L0001038,L0001016,3222
L0002407,L0002402,3949
L0000804,L0002908,470
L0000830,L0003196,1469
L0003930,L0002143,3299
L0002445,L0000619,1174
L0003956,L0001166,857
L0004046,L0002158,3871
L0001582,L0003327,508
L0000696,L0001148,1287
L0000288,L0001342,3381
L0003308,L0001915,1093
L0001817,L0000398,3456
L0000399,L0002664,882
L0000460,L0002391,376
L0000692,L0001012,462
L0001035,L0004003,2860
L0002985,L0003273,667
L0004095,L0003074,2552
L0001505,L0002185,3385
L0000612,L0000549,2953
L0002234,L0003776,3841
L0000335,L0000143,1084
L0002439,L0000811,3623
L0002801,L0000459,3571
L0002162,L0000581,3998
L0002710,L0002148,564
L0000427,L0000487,2629
L0003302,L0000838,2010
L0002933,L0002855,1841
L0001762,L0003829,3653
L0002453,L0003266,35
L0002891,L0000126,3742
L0000993,L0000801,1528
L0000236,L0003298,3441
L0001822,L0002971,3415
L0002979,L0000671,714
L0003119,L0000155,1132
L0002410,L0003810,3030
L0002934,L0000369,2127
L0003125,L0002516,1959
L0000161,L0002329,1705
L0002782,L0002045,3954
L0002403,L0004001,2254
L0001958,L0002480,3120
L0001086,L0001230,3587
L0001282,L0003138,2455
L0000120,L0000040,1507
L0001708,L0000167,2660
L0003781,L0000074,1606
L0000949,L0001076,3942
L0003692,L0001089,885
L0001957,L0004053,18
L0003382,L0003895,3102
L0000974,L0002897,1963
L0002282,L0000816,2141
L0002017,L0000743,1696
L0002143,L0000604,1228
L0002234,L0002060,131
L0003638,L0000318,2231
L0000883,L0003363,319
L0001599,L0001189,701
L0003053,L0000789,3241
L0001451,L0002714,3734
L0000851,L0003530,3704
L0003962,L0003532,2100
L0000247,L0003590,875
L0000698,L0001919,2691
L0000463,L0000113,1420
L0000725,L0001843,2476
L0003974,L0002935,174
L0000942,L0003544,1745
L0001600,L0001951,2178
L0000376,L0001270,2338
L0001333,L0002516,608
L0001551,L0001646,3902
L0002736,L0003912,1978
L0003997,L0003065,83
L0002543,L0000308,1508
L0001517,L0001645,2460
L0001803,L0001887,913
L0001168,L0002715,384
L0000617,L0003791,2046
L0000542,L0002908,3453
L0001587,L0002053,228
L0003874,L0000939,3890
L0003469,L0003021,3329
L0003259,L0003195,327
L0000536,L0002014,1927
L0003686,L0000742,2221
L0000436,L0003137,2914
L0002627,L0003441,469
L0003007,L0001160,2071
L0003753,L0002230,1438
L0000011,L0002729,3205
L0001068,L0000199,380
L0000360,L0003921,1289
L0000098,L0003073,3724
L0003731,L0001407,1320
L0003745,L0002467,2043
L0000539,L0002627,2020
L0001684,L0003228,3877
L0000574,L0000121,2601
L0000321,L0000892,2432
L0002964,L0003835,1925
L0000305,L0003609,3268
L0003405,L0002377,1428
L0002568,L0000952,2430
L0002207,L0000151,3934
L0000090,L0001705,3552
L0003830,L0004069,2711
L0004027,L0000989,2763
L0001301,L0001147,3572
L0000879,L0000206,537
L0001256,L0000882,2236
L0004019,L0002014,849
L0000267,L0003822,591
L0001862,L0002034,1504
L0003512,L0000757,1797
L0003360,L0003278,3937
L0001569,L0000696,1304
L0003924,L0001941,2345
L0000475,L0000978,3224
L0002526,L0003968,1465
L0000309,L0000345,1837
L0002907,L0002199,79
L0001794,L0001159,490
L0000080,L0002799,276
L0000512,L0002010,4040
L0003115,L0002255,2534
L0002452,L0002681,3078
L0003451,L0000786,1901
L0001063,L0002425,1149
L0001626,L0003931,108
L0000669,L0001445,3769
L0004084,L0001873,2644
L0001514,L0001223,3128
L0001253,L0003269,756
L0000146,L0002326,3300
L0003780,L0002264,3022
L0000121,L0000189,1053
L0001145,L0002875,3840
L0002655,L0003159,1107
L0000864,L0002024,3193
L0002405,L0002937,2917
L0003311,L0003282,3877
L0002457,L0003069,1009
L0000978,L0002162,1594
L0002807,L0001393,2462
L0003091,L0003017,1239
L0001163,L0000769,789
L0000896,L0002835,1970
L0003393,L0003729,854
L0001325,L0003477,1141
L0001497,L0002904,3694
L0000454,L0003002,626
L0001345,L0002787,172
L0000914,L0000584,3609
L0001541,L0003376,3625
L0001017,L0001434,2627
L0000140,L0001415,610
L0002760,L0001163,65
L0002330,L0001043,715
L0002903,L0001204,1548
L0002000,L0000807,4087
L0000402,L0000153,3015
L0002531,L0001552,1347
L0001118,L0000836,457
L0001460,L0002220,4013
L0000963,L0001521,1854
L0001141,L0001368,3523
L0002406,L0003098,3409
L0003852,L0001488,939
L0000682,L0000936,2848
L0002419,L0002105,1628
L0002043,L0002774,2081
L0003498,L0003802,3216
L0001664,L0000464,1308
L0001143,L0000547,1551
L0001142,L0002804,2722
L0001140,L0001483,3459
L0003659,L0002325,3751
L0000439,L0003534,3499
L0002088,L0004063,3161
L0000702,L0001455,3131
L0002256,L0001047,3226
L0003116,L0002108,1044
L0004088,L0002284,2156
L0003112,L0001763,3318
L0000319,L0003111,2718
L0002093,L0001333,3781
L0003933,L0003027,2331
L0003910,L0001023,119
L0001392,L0002273,954
L0000222,L0000968,375
L0001752,L0000460,3489
L0001823,L0003098,3895
L0000242,L0001289,1743
L0002795,L0001305,54
L0001600,L0003244,243
L0000666,L0002793,679
L0001604,L0001407,2632
L0003458,L0002520,3930
L0003595,L0000443,556
L0003488,L0001300,1005
L0000934,L0002842,2249
L0002614,L0000313,418
L0000926,L0001700,1035
L0001866,L0003084,3787
L0002925,L0003748,314
L0001147,L0002092,672
