LANDMARK_ID,LANDMARK_ID,DISTANCE
L0018744,L0021733,53208
L0027373,L0034499,57743
L0015735,L0051742,61136
L0026342,L0003752,36308
L0001657,L0043561,2535
L0039602,L0034595,489
L0038578,L0047792,34434
L0033509,L0004154,15512
L0046436,L0049318,10669
L0015176,L0040007,51080
L0006298,L0053930,14162
L0031509,L0041921,60745
L0022990,L0008594,37357
L0048296,L0057689,35431
L0025785,L0044208,40391
L0002896,L0007265,60670
L0031000,L0021226,15604
L0027273,L0061940,54870
L0003154,L0051270,31614
L0033722,L0056184,22046
L0036472,L0027012,62305
L0045329,L0005973,25793
L0019578,L0034220,38513
L0021649,L0047236,37801
L0041633,L0015876,55434
L0062077,L0040572,21939
L0027096,L0049352,53101
L0021004,L0054034,44334
L0035328,L0031674,20728
L0061282,L0052783,56226
L0038852,L0012869,3224
L0027149,L0021118,14383
L0003980,L0009891,64148
L0042658,L0017123,20504
L0034773,L0057805,6581
L0058854,L0009422,62868
L0005246,L0015530,63364
L0063724,L0028640,4418
L0002199,L0033631,8497
L0050585,L0026040,30512
L0033758,L0048026,16431
L0057424,L0040316,35383
L0041266,L0034776,1613
L0016874,L0045976,7725
L0038243,L0018089,56332
L0057820,L0037190,37170
L0027644,L0061623,35721
L0045696,L0058971,43523
L0055628,L0023982,7261
L0030386,L0057625,43007
L0009800,L0000803,11612
L0020311,L0010677,14609
L0064410,L0043196,8381
L0010002,L0008626,36727
L0028740,L0019862,9101
L0040694,L0010058,19691
L0053835,L0014724,26832
L0044737,L0057443,63744
L0023583,L0037611,61317
L0008175,L0058139,61082
L0006508,L0006673,285
L0046250,L0062414,8074
L0014503,L0012646,31419
L0049033,L0055448,42335
L0019201,L0051582,21616
L0010463,L0040162,11609
L0063451,L0038773,24213
L0049774,L0026199,20457
L0021472,L0041411,58967
L0010614,L0020824,12605
L0060310,L0031463,62458
L0033243,L0004674,35509
L0003269,L0002834,65133
L0009490,L0000572,32527
L0029813,L0044414,7168
L0020527,L0052547,39037
L0063746,L0034254,48780
L0048849,L0007893,44550
L0014684,L0056816,57398
L0007123,L0063287,341
L0023506,L0003255,39319
L0033773,L0041309,63765
L0013818,L0004631,22358
L0039954,L0000540,665
L0028753,L0051199,10872
L0040003,L0047720,37139
L0048598,L0051279,21915
L0026752,L0004777,16417
L0008855,L0049721,27990
L0052027,L0036734,44216
L0062350,L0005062,3290
L0036864,L0027481,58434
L0040864,L0031337,14471
L0007073,L0047689,15233
L0028478,L0063492,45314
L0061002,L0048857,26216
L0045962,L0047173,34026
L0022527,L0031380,38979
L0023095,L0028133,26068
L0020027,L0038024,39124
L0019594,L0020822,52991
L0028346,L0030867,38141
L0009262,L0007145,47397
L0018482,L0048214,11793
L0006345,L0037546,37848
L0047956,L0036681,47355
L0035913,L0017743,50288
L0001034,L0040904,29624
L0049457,L0014339,52251
L0060911,L0052013,51306
L0007253,L0042338,10548
L0025760,L0059940,18147
L0049907,L0008338,42339
L0018313,L0008729,10075
L0024495,L0048483,43162
L0049605,L0038839,26501
L0036151,L0016448,58479
L0011718,L0020054,17422
L0024242,L0000578,42790
L0054184,L0011498,28667
L0052197,L0043448,55519
L0063407,L0008557,62586
L0035886,L0052024,20700
L0001339,L0060514,26548
L0022805,L0065254,31684
L0038162,L0056681,61272
L0014065,L0051298,39401
L0018622,L0037949,54053
L0049977,L0058624,26538
L0039247,L0049427,39872
L0030775,L0040838,60822
L0022596,L0028691,17483
L0043218,L0010437,57119
L0063448,L0038260,4927
L0036062,L0064839,34536
L0026958,L0044345,48640
L0016192,L0052549,10073
L0030914,L0022487,49912
L0060860,L0043118,56543
L0039121,L0050066,63735
L0052826,L0024795,62449
L0065035,L0056563,13119
L0059383,L0052463,40151
L0041660,L0043773,59940
L0043365,L0005187,58946
L0008377,L0028380,16483
L0017821,L0061489,39373
L0046126,L0042047,8623
L0064715,L0006380,3286
L0062751,L0025376,3733
L0009144,L0058808,61305
L0016091,L0048509,36279
L0045949,L0051411,18915
L0030694,L0008913,58381
L0026942,L0055979,59856
L0051853,L0003047,63090
L0060952,L0026861,41136
L0024153,L0045540,58123
L0033634,L0054703,25595
L0004582,L0053957,1373
L0049651,L0017435,43918
L0008343,L0009404,48759
L0033695,L0027113,54142
L0049431,L0033629,17173
L0049886,L0041249,65020
L0024873,L0015576,44622
L0012069,L0045728,43906
L0039258,L0012313,2688
L0005502,L0006359,42913
L0013129,L0028459,35234
L0043978,L0001250,53676
L0031598,L0006599,62344
L0047685,L0062910,29301
L0048258,L0028116,1503
L0058242,L0016415,24060
L0057865,L0064076,7401
L0026276,L0036752,28884
L0004886,L0018535,9529
L0052722,L0062219,46914
L0042461,L0039051,64021
L0041865,L0035712,24056
L0022594,L0050934,31621
L0036707,L0034922,53693
L0036249,L0005925,38029
L0032466,L0033092,34906
L0028234,L0062406,24074
L0042806,L0046402,9759
L0054582,L0015052,33094
L0032161,L0005860,13618
L0042647,L0049785,32691
L0006323,L0013672,20939
L0003146,L0045297,30172
L0003521,L0048056,37533
L0056757,L0050677,3654
L0032901,L0008342,32537
L0032389,L0064921,18410
L0012710,L0041969,64455
L0065004,L0064258,2733
L0004260,L0014792,12091
L0040764,L0031268,16770
L0037620,L0034320,4397
L0059749,L0034970,52943
L0029470,L0047485,14211
L0032748,L0002383,26261
L0028354,L0010411,52661
L0039829,L0039153,63864
L0052477,L0040823,26493
L0009602,L0064465,807
L0056419,L0003608,46577
L0038001,L0049522,60392
L0010100,L0059189,54067
L0064460,L0033184,49123
L0013844,L0015697,35143
L0029543,L0032373,32209
L0035016,L0010881,2554
L0010433,L0045619,25233
L0021445,L0061255,1638
L0002753,L0006793,2235
L0028370,L0049218,31226
L0064755,L0039020,23392
L0024572,L0020762,28489
L0046928,L0008295,57498
L0028756,L0024448,54171
L0036624,L0064105,11347
L0029437,L0009919,42024
L0063486,L0001614,3089
L0045489,L0007699,59383
L0015894,L0016510,24984
L0045294,L0004866,56676
L0007488,L0008003,8927
L0044356,L0010624,41757
L0028055,L0017566,20119
L0010779,L0039044,11448
L0019591,L0055392,39143
L0013027,L0040246,39705
L0017589,L0021486,46762
L0036184,L0022942,32996
L0014654,L0019105,47676
L0012037,L0040206,18081
L0019940,L0049105,10078
L0044828,L0010380,44380
L0043803,L0029907,2717
L0030840,L0011430,34405
L0065422,L0017697,23690
L0063911,L0001016,61003
L0012950,L0043312,3190
L0062213,L0020571,23531
L0041357,L0017449,58938
L0017164,L0043854,56867
L0011246,L0000999,3084
L0013070,L0015333,56145
L0008238,L0031407,63441
L0027767,L0064037,632
L0036265,L0058347,6310
L0031603,L0042756,8248
L0036252,L0050007,57726
L0009838,L0036984,36340
L0013773,L0039646,41385
L0034807,L0038818,17037
L0007977,L0052057,8595
L0055222,L0060505,55277
L0062888,L0054110,64951
L0035410,L0054289,7534
L0047069,L0015724,32265
L0064329,L0007129,1667
L0007701,L0050528,2552
L0037303,L0004551,63631
L0017661,L0018598,64418
L0004574,L0053564,411
L0016807,L0012192,31571
L0006332,L0037021,35609
L0050744,L0039137,20383
L0060207,L0052774,48283
L0063148,L0016649,63144
L0041576,L0029479,23964
L0029940,L0020113,26905
L0013158,L0008416,62120
L0014985,L0055719,53580
L0058798,L0044808,10650
L0035886,L0052434,58031
L0002044,L0000171,8060
L0046354,L0004121,6036
L0009970,L0064375,4730
L0044468,L0041889,38485
L0025407,L0045107,40340
L0008909,L0064132,14486
L0035830,L0010471,55906
L0027524,L0010429,335
L0017629,L0023159,37159
L0010414,L0060697,11237
L0062421,L0024360,55775
L0063102,L0023335,22534
L0061645,L0020640,16567
L0029129,L0020284,19042
L0010511,L0003323,24066
L0052276,L0017513,44177
L0021848,L0061355,17881
L0022061,L0056304,20961
L0007989,L0038272,37774
L0044670,L0034943,33570
L0034311,L0042657,61727
L0002777,L0030645,2166
L0016523,L0042511,38100
L0013822,L0010661,54065
L0063794,L0028864,36806
L0041431,L0015099,24
L0048350,L0031085,58345
L0013340,L0035497,63854
L0029253,L0050519,26758
L0057129,L0050404,3151
L0045374,L0037768,49600
L0030737,L0056917,38593
L0003758,L0020860,49564
L0013182,L0028003,42507
L0014374,L0032336,7044
L0029377,L0035675,35324
L0003854,L0011465,45934
L0027151,L0033989,60878
L0005333,L0051060,9398
L0037036,L0006967,61587
L0013831,L0063092,36122
L0034423,L0000731,19475
L0026036,L0025473,51591
L0003975,L0005756,27512
L0034929,L0046520,47388
L0052615,L0000653,56163
L0023911,L0055082,42835
L0054208,L0027100,51315
L0020995,L0044701,50565
L0050288,L0031810,1266
L0050630,L0049262,18666
L0061792,L0023909,28342
L0057118,L0014830,61328
L0011114,L0006789,42063
L0036699,L0046663,40288
L0053103,L0035304,30631
L0061581,L0015568,49054
L0032770,L0028169,43388
L0038278,L0044583,58666
L0003631,L0009414,51805
L0018347,L0035262,50336
L0049370,L0002481,27180
L0012659,L0042252,48433
L0059840,L0047094,15328
L0015269,L0048989,39914
L0013770,L0005601,35649
L0029984,L0042074,18196
L0046048,L0007818,39957
L0001302,L0050933,30928
L0042262,L0018598,61271
L0053109,L0059861,61531
L0050353,L0000140,16675
L0032636,L0038136,54421
L0058434,L0000742,18324
L0048727,L0060058,24514
L0000539,L0060165,48888
L0029585,L0018637,13279
L0001901,L0043901,51699
L0055136,L0036762,35696
L0005582,L0038978,339
L0036391,L0049092,15927
L0016345,L0013500,12573
L0058603,L0030279,30990
L0025684,L0000524,44200
L0025999,L0013049,24412
L0039083,L0012721,21689
L0014219,L0054673,12978
L0028749,L0007800,33084
L0008134,L0037047,20545
L0052372,L0057285,22129
L0027455,L0008225,21290
L0009801,L0044455,49879
L0002511,L0008013,7294
L0002259,L0040873,21067
L0061136,L0021828,60325
L0064590,L0021435,32230
L0029491,L0027297,20668
L0049581,L0013758,16131
L0013158,L0021311,7743
L0033280,L0032331,43110
L0007045,L0032121,33790
L0031034,L0054526,60636
L0005215,L0047214,38099
L0053675,L0034624,49179
L0060692,L0013731,30538
L0060220,L0044321,30405
L0037264,L0006929,9998
L0014093,L0005387,13611
L0005405,L0016215,41313
L0007123,L0018166,22671
L0027965,L0053046,64297
L0053355,L0007062,21522
L0021646,L0028975,6529
L0051453,L0058385,27780
L0056721,L0057874,27311
L0032604,L0051122,49127
L0045663,L0026069,6376
L0000939,L0030082,49832
L0046086,L0018964,51772
L0019719,L0049133,19399
L0032720,L0019946,9677
L0055899,L0005250,10122
L0035721,L0038993,12101
L0031555,L0032301,16174
L0024420,L0046958,51455
L0001171,L0054139,569
L0051250,L0019738,15273
L0000851,L0035950,15796
L0026753,L0003639,12985
L0017611,L0051721,44423
L0025569,L0001717,8220
L0045347,L0002997,50643
L0049887,L0007251,5493
L0004894,L0035241,4024
L0032696,L0050521,46831
L0018878,L0020375,1014
L0050132,L0032152,10614
L0059222,L0033915,52386
L0053094,L0018392,65062
L0035503,L0056732,37988
L0024374,L0009860,60427
L0054366,L0016593,2510
L0059880,L0007277,36986
L0017302,L0063666,54838
L0044713,L0058655,36766
L0048227,L0031842,57407
L0025676,L0064826,34070
L0037996,L0052382,12242
L0011993,L0025716,41606
L0029105,L0017605,12681
L0013506,L0039952,1810
L0062033,L0010305,21166
L0036189,L0037267,1864
L0044315,L0032822,45837
L0014965,L0049387,50806
L0027353,L0034728,16796
L0031317,L0028333,57425
L0008807,L0027438,20916
L0054233,L0011510,43763
L0037741,L0058299,59831
L0039239,L0006596,3086
L0005380,L0009628,24920
L0033433,L0011535,30554
L0062668,L0053624,23372
L0049600,L0015552,33592
L0014197,L0004947,58214
L0053519,L0022196,54648
L0049596,L0031688,63991
L0059078,L0047219,35167
L0053327,L0027603,39871
L0055293,L0013910,52076
L0043891,L0046411,8837
L0055285,L0044457,55421
L0059593,L0009019,17795
L0034837,L0016947,33559
L0012645,L0013478,47599
L0022706,L0037237,52068
L0032333,L0022578,34637
L0047912,L0063676,33008
L0012159,L0057197,54712
L0029329,L0000930,11780
L0050984,L0012223,47379
L0040306,L0003470,59205
L0027222,L0057136,5078
L0061684,L0058453,12157
L0004837,L0011031,10464
L0012818,L0006622,28042
L0030587,L0001296,33657
L0040838,L0027446,57417
L0021353,L0033734,36466
L0043022,L0014123,65331
L0065045,L0004450,38799
L0027292,L0030954,43695
L0033785,L0065489,36672
L0062771,L0003188,63110
L0061421,L0064860,58981
L0055764,L0009707,41652
L0026302,L0041757,33269
L0047211,L0026773,6763
L0027672,L0023777,40241
L0037787,L0020560,18548
L0043241,L0024598,61710
L0033233,L0031162,7825
L0038279,L0047207,34387
L0018754,L0043074,5342
L0018834,L0061450,4286
L0025068,L0016836,4742
L0000020,L0028699,12396
L0053179,L0018114,12980
L0000691,L0019123,39180
L0065515,L0010536,12995
L0044374,L0045625,53783
L0027855,L0053918,52653
L0026223,L0050639,52145
L0028833,L0062958,3304
L0061767,L0036953,37384
L0014918,L0063716,53266
L0023842,L0022197,25533
L0057524,L0010770,55964
L0054855,L0029879,56728
L0013479,L0041621,10431
L0019486,L0004190,27639
L0037429,L0058404,22084
L0013223,L0060295,48527
L0013149,L0024246,63402
L0026936,L0061357,13686
L0036238,L0001971,62136
L0010487,L0037163,50810
L0025644,L0055829,42585
L0020701,L0039044,37822
L0040088,L0038157,54552
L0033103,L0012145,43825
L0018641,L0011374,47120
L0061093,L0017217,28595
L0064518,L0053734,2753
L0028569,L0009444,36065
L0039874,L0035289,41682
L0005747,L0001230,54743
L0011839,L0000261,50154
L0000386,L0017249,25278
L0042297,L0046655,44400
L0051867,L0031547,34168
L0044282,L0013215,12114
L0018431,L0035766,25744
L0065155,L0006899,38608
L0006660,L0028098,2186
L0052685,L0045255,30044
L0031083,L0015732,61861
L0005048,L0052716,4136
L0057751,L0035533,59666
L0003150,L0042962,60925
L0003167,L0030866,45057
L0019381,L0009266,2870
L0011383,L0036365,47628
L0035269,L0018920,64894
L0064240,L0049760,36025
L0009790,L0060232,16594
L0040425,L0014847,18529
L0032948,L0061644,63725
L0045302,L0021542,49002
L0020588,L0048315,12594
L0029289,L0023591,69
L0008891,L0024458,44242
L0024064,L0010731,20102
L0008395,L0022047,38452
L0014752,L0063597,53846
L0055192,L0037076,44627
L0011019,L0000971,15983
L0054963,L0025397,29613
L0061222,L0018298,3629
L0039702,L0049628,40606
L0043123,L0058766,62034
L0052107,L0026271,33982
L0016382,L0057928,23952
L0027659,L0015174,41967
L0004669,L0059465,46661
L0061389,L0014205,36848
L0017122,L0009299,55342
L0022073,L0052851,52689
L0038753,L0053302,45659
L0058455,L0038705,35249
L0035080,L0028887,21542
L0011705,L0022598,14037
L0006578,L0013996,1695
L0007988,L0042771,39515
L0042368,L0026544,17332
L0061442,L0013635,9145
L0052601,L0014768,58383
L0059168,L0032626,31221
L0038405,L0043009,49971
L0034219,L0036729,5161
L0006783,L0064255,65241
L0047740,L0053000,44680
L0047608,L0054483,43301
L0058937,L0036787,55287
L0022027,L0040164,24288
L0043071,L0009930,31645
L0027212,L0044346,47368
L0038976,L0003971,17030
L0050554,L0036244,46305
L0009775,L0054138,1428
L0061551,L0047130,23691
L0006192,L0003625,55866
L0022860,L0062142,19027
L0062400,L0013997,58303
L0005840,L0040981,50521
L0017525,L0057949,57865
L0035740,L0027355,4925
L0025696,L0034312,50422
L0029870,L0019933,23944
L0044963,L0000992,5473
L0014632,L0062142,60365
L0007991,L0026388,60262
L0059121,L0012549,3886
L0016555,L0007011,26670
L0042388,L0045721,13625
L0026343,L0032038,3644
L0048370,L0039110,35861
L0021394,L0055340,24504
L0043464,L0051089,32888
L0010356,L0063145,39422
L0022691,L0025796,36452
L0003807,L0002847,22593
L0007250,L0046274,41927
L0063612,L0024032,44588
L0048585,L0014035,1762
L0061251,L0029536,41045
L0010653,L0013516,1269
L0015311,L0006661,3546
L0001577,L0027531,20165
L0020967,L0006798,1559
L0029479,L0009317,44302
L0035806,L0059226,62645
L0040024,L0039105,50932
L0060338,L0049224,28036
L0033565,L0015174,30844
L0014028,L0029808,32120
L0013647,L0025365,14993
L0018010,L0030955,47849
L0050636,L0057990,20966
L0003790,L0038421,11185
L0017361,L0001890,29807
L0046017,L0009426,44701
L0008921,L0014730,9061
L0003936,L0044337,63111
L0052002,L0063682,45413
L0018081,L0045836,7393
L0033346,L0025482,59203
L0019064,L0018793,1427
L0033242,L0053227,23128
L0040968,L0030114,19153
L0053891,L0044581,22608
L0036171,L0020081,22828
L0030992,L0005650,983
L0031177,L0010729,4329
L0000724,L0027635,35393
L0054985,L0010213,18649
L0037693,L0041510,32441
L0020032,L0004526,37684
L0007513,L0043338,42844
L0039374,L0060360,25548
L0037543,L0047279,61857
L0052749,L0044135,44998
L0055751,L0039691,43752
L0011222,L0004627,32764
L0038704,L0054616,34880
L0012291,L0064599,46167
L0001495,L0018807,54695
L0057832,L0031133,3085
L0019001,L0029851,5703
L0035318,L0031029,13475
L0003084,L0051261,29270
L0026529,L0038561,18287
L0003873,L0047982,1752
L0013322,L0007290,57810
L0033703,L0014459,44972
L0014218,L0052202,12204
L0059009,L0042768,47223
L0017867,L0004264,21129
L0042256,L0028592,54644
L0041755,L0062868,6340
L0058639,L0033214,25595
L0001113,L0032198,55897
L0021609,L0050217,43511
L0015905,L0037955,1351
L0030453,L0032172,30479
L0040138,L0023409,19432
L0057191,L0002877,27527
L0022142,L0049931,23546
L0019677,L0046425,64236
L0023588,L0041883,14432
L0046623,L0021952,33066
L0041443,L0033284,45229
L0037156,L0042591,37504
L0058136,L0004395,54185
L0002426,L0011674,39621
L0055880,L0056166,36466
L0009554,L0057525,31842
L0036578,L0042911,43627
L0055176,L0031724,41202
L0038255,L0010736,57152
L0005525,L0027416,31703
L0035556,L0032935,6604
L0031920,L0005321,37248
L0020152,L0015342,63414
L0060683,L0041250,61279
L0051053,L0035114,22377
L0028104,L0002875,23117
L0038769,L0025672,51422
L0008054,L0032400,32505
L0013921,L0055588,16433
L0034096,L0020819,51302
L0065421,L0036688,58316
L0062031,L0036004,60223
L0054416,L0004094,37104
L0056747,L0018247,64905
L0038132,L0045772,36981
L0003274,L0063603,26067
L0011303,L0059001,35982
L0018587,L0052093,37539
L0046457,L0029936,31145
L0026192,L0004454,65000
L0023880,L0057294,42129
L0064813,L0047542,32683
L0064175,L0061378,65455
L0036895,L0002052,30801
L0032407,L0013555,54279
L0029026,L0025773,19608
L0005919,L0064993,62887
L0048968,L0029468,37913
L0009501,L0035915,29932
L0036367,L0004771,50106
L0053962,L0043086,50868
L0060343,L0035952,65040
L0020960,L0023853,34385
L0037827,L0031274,16250
L0033114,L0055410,63031
L0023862,L0012634,11189
L0025121,L0028675,18409
L0004158,L0053006,35308
L0023100,L0011274,17623
L0026277,L0002745,50922
L0047103,L0039060,9496
L0052876,L0041319,36952
L0012846,L0003663,7928
L0032714,L0030971,41363
L0013317,L0054524,42350
L0047576,L0059312,39042
L0012471,L0058973,58835
L0028912,L0022175,42812
L0022250,L0046448,13256
L0027727,L0021078,56602
L0009283,L0008318,23489
L0048233,L0015051,44427
L0056295,L0028535,49766
L0020906,L0024447,15524
L0019778,L0034419,33840
L0017496,L0057794,17723
L0030388,L0040056,24505
L0052389,L0055605,31732
L0033040,L0041402,9818
L0058216,L0021438,50569
L0008754,L0029165,19310
L0015322,L0053418,62549
L0059618,L0004777,10719
L0008195,L0057852,21920
L0035132,L0048324,36072
L0065193,L0037797,23754
L0023838,L0005220,14475
L0049181,L0007976,7911
L0006655,L0049853,56885
L0034350,L0012162,22903
L0040204,L0012621,45140
L0009707,L0004472,38030
L0017977,L0046388,3433
L0051194,L0033527,4055
L0004870,L0056665,19435
L0064886,L0010914,3662
L0052457,L0002003,64979
L0021019,L0010056,27020
L0056147,L0023344,35819
L0024579,L0045166,14233
L0049007,L0043582,54993
L0043431,L0018797,6783
L0027570,L0020771,6836
L0002473,L0055043,25550
L0037896,L0019166,26034
L0010001,L0021679,37224
L0029648,L0017065,8327
L0060173,L0035584,44815
L0045167,L0000272,64325
L0029935,L0059577,23576
L0060278,L0057994,46850
L0029206,L0012397,39678
L0057410,L0002324,5488
L0022217,L0021643,8198
L0003177,L0047726,9019
L0053818,L0020690,17708
L0042366,L0039195,34553
L0054586,L0014838,24463
L0040659,L0056131,10161
L0003063,L0043888,19076
L0044690,L0050958,33033
L0018910,L0032568,8489
L0018526,L0012434,7665
L0012765,L0004311,54104
L0017912,L0025290,25753
L0042098,L0063306,3018
L0021658,L0038193,19146
L0057022,L0054179,30615
L0013308,L0029415,43651
L0010003,L0001877,19000
L0044920,L0014949,24151
L0063416,L0017567,35966
L0040103,L0010521,53155
L0003990,L0018789,56461
L0022991,L0003343,10006
L0023414,L0057819,15458
L0038183,L0020148,43497
L0005321,L0021149,37056
L0013667,L0023563,32773
L0062045,L0062436,31150
L0043681,L0053015,63509
L0056334,L0000965,43937
L0017781,L0011326,39304
L0060047,L0039138,18825
L0020325,L0041708,55319
L0047305,L0030958,59512
L0059975,L0061403,61865
L0017074,L0056649,28672
L0026616,L0045329,657
L0045626,L0009256,33933
L0037096,L0051912,59312
L0059581,L0056061,65245
L0005933,L0062630,61640
L0008334,L0002922,22033
L0022925,L0037175,2968
L0037833,L0000473,7996
L0027391,L0033393,61776
L0012993,L0008227,17276
L0022359,L0061576,42979
L0046532,L0059687,8443
L0021183,L0004025,24260
L0014036,L0044652,49436
L0031897,L0030938,31034
L0044929,L0038212,60128
L0050726,L0012778,5716
L0003474,L0020190,57740
L0064410,L0054090,9115
L0058436,L0051550,14506
L0021628,L0028766,16596
L0026075,L0047525,62998
L0062556,L0006321,3226
L0051921,L0062030,32088
L0025052,L0012235,55710
L0009508,L0046959,57871
L0011104,L0025633,63890
L0018769,L0020293,57483
L0009060,L0061028,6145
L0026281,L0029217,1129
L0008678,L0056867,15467
L0018438,L0060271,13484
L0044405,L0040621,53727
L0013749,L0043769,54513
L0047209,L0034655,61667
L0049699,L0036157,16882
L0053573,L0054901,20768
L0026155,L0020192,23434
L0034197,L0001329,22934
L0046526,L0056395,41495
L0015102,L0028929,24374
L0031796,L0006651,4386
L0007127,L0038942,63900
L0040652,L0022336,9489
L0037925,L0012883,39559
L0047616,L0059567,46781
L0057180,L0024716,9225
L0063429,L0028653,24669
L0046259,L0055820,13323
L0021513,L0042988,786
L0051196,L0060691,49673
L0043958,L0021710,27289
L0041569,L0019860,54
L0026085,L0015029,13758
L0020644,L0013539,19399
L0051000,L0032179,32516
L0064141,L0017331,16126
L0046325,L0037482,64226
L0010557,L0038965,36507
L0001683,L0045187,10478
L0039542,L0056490,34993
L0035742,L0038162,39779
L0036839,L0056146,21095
L0055853,L0025089,14819
L0030703,L0021654,10322
L0026084,L0012150,60497
L0007054,L0038412,37288
L0050519,L0013942,56646
L0013587,L0011471,28837
L0008481,L0002197,55737
L0004050,L0058801,63287
L0025044,L0015780,7199
L0000797,L0026426,30572
L0035735,L0060327,24848
L0006701,L0006337,16338
L0004370,L0010619,16740
L0059793,L0031236,6773
L0028907,L0015013,29838
L0011398,L0010366,19084
L0038788,L0003445,49129
L0063695,L0034249,23295
L0018542,L0055064,2633
L0029247,L0002152,56593
L0039402,L0000292,40743
L0020180,L0029984,10218
L0003634,L0019437,17660
L0027277,L0006847,19271
L0063796,L0024986,33004
L0057173,L0064489,59921
L0040791,L0050321,42378
L0011566,L0010542,30264
L0055615,L0051438,13512
L0036465,L0012318,18313
L0016089,L0010130,20829
L0032616,L0016306,45065
L0022723,L0056617,11532
L0009085,L0006759,3971
L0027107,L0025147,19537
L0059624,L0010233,63061
L0043271,L0010078,24519
L0004303,L0038798,52838
L0027853,L0034071,35605
L0006894,L0021069,38891
L0043992,L0026948,19086
L0002656,L0042906,35864
L0022822,L0018061,18566
L0033185,L0037964,39087
L0016569,L0019057,45344
L0014596,L0045874,56459
L0045398,L0041604,48350
L0045287,L0053252,61102
L0034886,L0031994,35976
L0045653,L0015064,63906
L0053635,L0018841,14379
L0046592,L0055265,51726
L0013042,L0048064,34384
L0021541,L0043431,40701
L0061619,L0036909,38726
L0029729,L0033874,41881
L0003622,L0046765,64407
L0050701,L0049652,22445
L0025298,L0004297,24418
L0016660,L0048708,13174
L0026247,L0004743,60459
L0064854,L0004763,62116
L0046539,L0019575,46092
L0041718,L0015546,46210
L0028677,L0017501,4230
L0029321,L0043885,46167
L0016863,L0044755,7023
L0010615,L0055094,10448
L0014220,L0001965,1778
L0016634,L0004344,27155
L0037405,L0001060,56704
L0025370,L0000324,8946
L0022119,L0002264,43062
L0033492,L0029587,35330
L0016910,L0012693,21209
L0022373,L0047267,58612
L0059934,L0019948,4146
L0018722,L0056408,25848
L0013487,L0027369,24958
L0016284,L0005076,23207
L0039704,L0001683,10783
L0038298,L0062072,58840
L0042361,L0049101,20951
L0060333,L0014655,15419
L0018108,L0005890,1839
